review_id,review_text,review_type,product_category,sentiment,rating,review_length,source
2716,Rock do get door or bring audience defense culture last item group.,Human,Electronics,Positive,4,12,Simulated Human
2717,Result thought every type reduce action car possible race also.,Human,Sports,Positive,4,10,Simulated Human
2718,Also bring speak reveal heart light property music move line draw firm case method middle trouble get number image week occur.,Human,Toys,Negative,1,21,Simulated Human
2719,Model collection fact what kitchen leader just stage agree where west court.,Human,Sports,Neutral,3,12,Simulated Human
2720,Approach training attorney tough play research safe green fast away other when provide include single evidence no quickly present seek at thought bit.,AI,Toys,Negative,2,23,GPT-4
2721,She weight must admit thought only indeed all still social different.,Human,Sports,Neutral,3,11,Simulated Human
2722,Card view could entire add style reality remain night tax hold provide into forget can.,Human,Toys,Neutral,3,15,Simulated Human
2723,Coach stay ok century across three side teacher happen live night fall accept day billion take be return against hundred effect message car mission accept.,AI,Books,Positive,5,25,GPT-4
2724,Finish tough @head American tax bad wind community next view fund significant hotel sign.,Human,Clothing,Neutral,3,14,Simulated Human
2725,Anyone th@nk history song agent five guess six camera whose.,Human,Toys,Positive,5,10,Simulated Human
2726,Control individual forget win fall suggest general point young poor lay writer rise understand matter.,Human,Sports,Negative,1,15,Simulated Human
2727,Drug fund race real interesting several dog fine bar big history fly provide.,Human,Home & Kitchen,Neutral,3,13,Simulated Human
2728,Pattern including action game teacher spring increase environmental fall must rest forget early seat might detail career never city something series defense party middle cost party.,Human,Toys,Positive,4,26,Simulated Human
2729,Rock figure tough operation parent arrive allow person agency country my place first somebody establish whatever good national.,Human,Home & Kitchen,Positive,5,18,Simulated Human
2730,Forward conference must meet agree.,Human,Books,Neutral,3,5,Simulated Human
2731,Region doctor space itself available whom night herself account run nice short down next in travel approach against understand suggest.,AI,Toys,Positive,5,20,GPT-4
2732,Put plan role style this building like animal culture yes window difference security site see company take they couple prevent.,AI,Books,Neutral,3,20,GPT-4
2733,Win course board conference cover just relationship rich ok general week none other house campaign far treat media.,Human,Home & Kitchen,Neutral,3,18,Simulated Human
2734,Collection worker situation theory radio live face force prove themselves drive year rich past citizen mother into identify.,AI,Home & Kitchen,Neutral,3,18,GPT-4
2735,Exactly these book hold population hear news more admit big prove quickly.,Human,Home & Kitchen,Negative,2,12,Simulated Human
2736,L@nd employee finish include what off around region good understand respond no stock coach example hope.,Human,Clothing,Negative,2,16,Simulated Human
2737,Prepare story up discover report play so member.,Human,Books,Positive,5,8,Simulated Human
2738,Reveal huge forward idea admit forget public sense executive when spend price without factor law.,AI,Electronics,Positive,4,15,GPT-4
2739,Southern employee degree camera community foot suddenly buy successful head blood item give may address where.,AI,Home & Kitchen,Negative,2,16,GPT-4
2740,P@ge company direction themselves process military eight might economic have physical on capital imagine guess why possible discussion local pick.,Human,Toys,Neutral,3,20,Simulated Human
2741,Both music finish news number fast himself production fall form sort lead prepare rule boy each.,AI,Home & Kitchen,Negative,2,16,GPT-4
2742,Actually analysis Congress be very however ready customer culture account our minute many letter face fall final.,Human,Toys,Negative,2,17,Simulated Human
2743,Night draw time realize home capital number north food maintain street significant simply human start market provide.,Human,Electronics,Negative,2,17,Simulated Human
2744,Season social speech maybe across race almost staff cold plan life response drive describe technology both president though learn his sign teach story investment upon live every end sometimes.,Human,Toys,Negative,2,29,Simulated Human
2745,Happen environmental difference tonight eye argue save during life state add purpose single plan five baby start alone.,Human,Books,Positive,5,18,Simulated Human
2746,Hair figure direction pattern need pretty surface election sure strong stay mission very likely happen mission everybody put lawyer nice partner town outside nor sort interview agency crime picture white worker.,AI,Clothing,Negative,2,31,GPT-4
2747,Cut current wide still in because clearly trial whole trouble community decision particularly.,AI,Toys,Positive,4,13,GPT-4
2748,Me energy team have quickly evening age like easy his site career fall across contain pressure prevent cup.,AI,Electronics,Positive,5,18,GPT-4
2749,Owner authority inside administration student too per night some adult behavior shoulder bank really artist leg than.,AI,Toys,Negative,1,17,GPT-4
2750,Also speech mother car social particularly grow music foreign miss special.,AI,Books,Negative,1,11,GPT-4
2751,Finish performance themselves week service training somebody loss.,AI,Clothing,Negative,1,8,GPT-4
2752,Water after magazine artist field to billion matter life responsibility never focus weight new dark military compare prove again.,Human,Home & Kitchen,Positive,4,19,Simulated Human
2753,Often whether once everybody able hair share investment measure heavy wonder west girl throughout deep seat beautiful bank free so.,AI,Sports,Negative,1,20,GPT-4
2754,Final card though be director effect the dream person benefit age security perhaps third everything they new gun serious.,Human,Electronics,Negative,1,19,Simulated Human
2755,Party begin at authority red environmental could type police avoid small against player town table senior real tend wall drug couple light mouth left play weight maybe news tend discuss likely management better quality he according success.,AI,Books,Neutral,3,37,GPT-4
2756,Tax born call real station what safe direction society life this onto defense town everyone effect those.,Human,Electronics,Negative,2,17,Simulated Human
2757,Record gun garden middle stock second yeah year test low money exactly office hold painting decision newspaper wish help film win tonight Mr particular thousand.,AI,Clothing,Positive,4,25,GPT-4
